Employee,OrganizationalUnit,OrganizationalUnitDescription,Position,PositionDescription,EmployeeSubGroupDescription,Date,DayOfWeek,PT63DailyWorkSchedule,PT63DailyWorkScheduleDescription,StartTime,EndTime,PT63DailyWorkingHrs,DefaultCounterColumn,MaterializedViewLatestUpdateDate,,,,
18829936,50047276,CO NO Staffs R&M 1,02403270,Distribution Operative,DOM Ann Hrs L1 Hr BH,03/12/2022 00:00,Friday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18829936,50047276,CO NO Staffs R&M 1,02403270,Distribution Operative,DOM Ann Hrs L1 Hr BH,04/12/2022 00:00,Saturday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18829936,50047276,CO NO Staffs R&M 1,02403270,Distribution Operative,DOM Ann Hrs L1 Hr BH,05/12/2022 00:00,Sunday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18829936,50047276,CO NO Staffs R&M 1,02403270,Distribution Operative,DOM Ann Hrs L1 Hr BH,06/12/2022 00:00,Monday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18829936,50047276,CO NO Staffs R&M 1,02403270,Distribution Operative,DOM Ann Hrs L1 Hr BH,07/12/2022 00:00,Tuesday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18829936,50047276,CO NO Staffs R&M 1,02403270,Distribution Operative,DOM Ann Hrs L1 Hr BH,08/12/2022 00:00,Wednesday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18829936,50047276,CO NO Staffs R&M 1,02403270,Distribution Operative,DOM Ann Hrs L1 Hr BH,09/12/2022 00:00,Thursday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18829936,50047276,CO NO Staffs R&M 1,02403270,Distribution Operative,DOM Ann Hrs L1 Hr BH,10/12/2022 00:00,Friday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18829936,50047276,CO NO Staffs R&M 1,02403270,Distribution Operative,DOM Ann Hrs L1 Hr BH,11/12/2022 00:00,Saturday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18829936,50047276,CO NO Staffs R&M 1,02403270,Distribution Operative,DOM Ann Hrs L1 Hr BH,12/12/2022 00:00,Sunday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18829936,50047276,CO NO Staffs R&M 1,02403270,Distribution Operative,DOM Ann Hrs L1 Hr BH,13/12/2022 00:00,Monday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18829936,50047276,CO NO Staffs R&M 1,02403270,Distribution Operative,DOM Ann Hrs L1 Hr BH,14/12/2022 00:00,Tuesday,DDCI,DOM WKDAY CI,070000,160000,8.5,1,28/10/2022 05:30,,,,
18829936,50047276,CO NO Staffs R&M 1,02403270,Distribution Operative,DOM Ann Hrs L1 Hr BH,15/12/2022 00:00,Wednesday,DDCI,DOM WKDAY CI,070000,160000,8.5,1,28/10/2022 05:30,,,,
18829936,50047276,CO NO Staffs R&M 1,02403270,Distribution Operative,DOM Ann Hrs L1 Hr BH,16/12/2022 00:00,Thursday,DDCI,DOM WKDAY CI,070000,160000,8.5,1,28/10/2022 05:30,,,,
18829936,50047276,CO NO Staffs R&M 1,02403270,Distribution Operative,DOM Ann Hrs L1 Hr BH,17/12/2022 00:00,Friday,20CI,DOMCI 0200 WD,070000,120000,4.5,1,28/10/2022 05:30,,,,
18829936,50047276,CO NO Staffs R&M 1,02403270,Distribution Operative,DOM Ann Hrs L1 Hr BH,18/12/2022 00:00,Saturday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18829936,50047276,CO NO Staffs R&M 1,02403270,Distribution Operative,DOM Ann Hrs L1 Hr BH,19/12/2022 00:00,Sunday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18829936,50047276,CO NO Staffs R&M 1,02403270,Distribution Operative,DOM Ann Hrs L1 Hr BH,20/12/2022 00:00,Monday,DDVR,DOM WKDAY VAR,140000,210000,6.5,1,28/10/2022 05:30,,,,
18829936,50047276,CO NO Staffs R&M 1,02403270,Distribution Operative,DOM Ann Hrs L1 Hr BH,21/12/2022 00:00,Tuesday,DDVR,DOM WKDAY VAR,140000,210000,6.5,1,28/10/2022 05:30,,,,
18829936,50047276,CO NO Staffs R&M 1,02403270,Distribution Operative,DOM Ann Hrs L1 Hr BH,22/12/2022 00:00,Wednesday,DDVR,DOM WKDAY VAR,140000,210000,6.5,1,28/10/2022 05:30,,,,
18829936,50047276,CO NO Staffs R&M 1,02403270,Distribution Operative,DOM Ann Hrs L1 Hr BH,23/12/2022 00:00,Thursday,DDVR,DOM WKDAY VAR,140000,210000,6.5,1,28/10/2022 05:30,,,,
18829936,50047276,CO NO Staffs R&M 1,02403270,Distribution Operative,DOM Ann Hrs L1 Hr BH,24/12/2022 00:00,Friday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18829936,50047276,CO NO Staffs R&M 1,02403270,Distribution Operative,DOM Ann Hrs L1 Hr BH,25/12/2022 00:00,Saturday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18829936,50047276,CO NO Staffs R&M 1,02403270,Distribution Operative,DOM Ann Hrs L1 Hr BH,26/12/2022 00:00,Sunday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18829936,50047276,CO NO Staffs R&M 1,02403270,Distribution Operative,DOM Ann Hrs L1 Hr BH,27/12/2022 00:00,Monday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18829936,50047276,CO NO Staffs R&M 1,02403270,Distribution Operative,DOM Ann Hrs L1 Hr BH,28/12/2022 00:00,Tuesday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18829936,50047276,CO NO Staffs R&M 1,02403270,Distribution Operative,DOM Ann Hrs L1 Hr BH,29/12/2022 00:00,Wednesday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18829936,50047276,CO NO Staffs R&M 1,02403270,Distribution Operative,DOM Ann Hrs L1 Hr BH,30/12/2022 00:00,Thursday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18829936,50047276,CO NO Staffs R&M 1,02403270,Distribution Operative,DOM Ann Hrs L1 Hr BH,31/12/2022 00:00,Friday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,01/04/2021 00:00,Thursday,DDVR,DOM WKDAY VAR,140000,210000,6.5,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,02/04/2021 00:00,Friday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,03/04/2021 00:00,Saturday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,04/04/2021 00:00,Sunday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,05/04/2021 00:00,Monday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,06/04/2021 00:00,Tuesday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,07/04/2021 00:00,Wednesday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,08/04/2021 00:00,Thursday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,09/04/2021 00:00,Friday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,10/04/2021 00:00,Saturday,DKCI,DOM WKEND CI,070000,160000,8.5,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,11/04/2021 00:00,Sunday,DKCI,DOM WKEND CI,070000,160000,8.5,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,12/04/2021 00:00,Monday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,13/04/2021 00:00,Tuesday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,14/04/2021 00:00,Wednesday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,15/04/2021 00:00,Thursday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,16/04/2021 00:00,Friday,DDVR,DOM WKDAY VAR,140000,210000,6.5,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,17/04/2021 00:00,Saturday,DKVR,DOM WKEND VAR,140000,210000,6.5,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,18/04/2021 00:00,Sunday,DKVR,DOM WKEND VAR,140000,210000,6.5,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,19/04/2021 00:00,Monday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,20/04/2021 00:00,Tuesday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,21/04/2021 00:00,Wednesday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,22/04/2021 00:00,Thursday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,23/04/2021 00:00,Friday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,24/04/2021 00:00,Saturday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,25/04/2021 00:00,Sunday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,26/04/2021 00:00,Monday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,27/04/2021 00:00,Tuesday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,28/04/2021 00:00,Wednesday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,29/04/2021 00:00,Thursday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,30/04/2021 00:00,Friday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,01/05/2021 00:00,Saturday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,02/05/2021 00:00,Sunday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,03/05/2021 00:00,Monday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,04/05/2021 00:00,Tuesday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,05/05/2021 00:00,Wednesday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,06/05/2021 00:00,Thursday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,07/05/2021 00:00,Friday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,08/05/2021 00:00,Saturday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,09/05/2021 00:00,Sunday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,10/05/2021 00:00,Monday,DDCI,DOM WKDAY CI,070000,160000,8.5,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,11/05/2021 00:00,Tuesday,DDCI,DOM WKDAY CI,070000,160000,8.5,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,12/05/2021 00:00,Wednesday,DDCI,DOM WKDAY CI,070000,160000,8.5,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,13/05/2021 00:00,Thursday,DDCI,DOM WKDAY CI,070000,160000,8.5,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,14/05/2021 00:00,Friday,DDCI,DOM WKDAY CI,070000,160000,8.5,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,15/05/2021 00:00,Saturday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,16/05/2021 00:00,Sunday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,17/05/2021 00:00,Monday,DDVR,DOM WKDAY VAR,140000,210000,6.5,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,18/05/2021 00:00,Tuesday,DDVR,DOM WKDAY VAR,140000,210000,6.5,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,19/05/2021 00:00,Wednesday,DDVR,DOM WKDAY VAR,140000,210000,6.5,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,20/05/2021 00:00,Thursday,DDVR,DOM WKDAY VAR,140000,210000,6.5,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,21/05/2021 00:00,Friday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,22/05/2021 00:00,Saturday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,23/05/2021 00:00,Sunday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,24/05/2021 00:00,Monday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,25/05/2021 00:00,Tuesday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,26/05/2021 00:00,Wednesday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,27/05/2021 00:00,Thursday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,28/05/2021 00:00,Friday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,29/05/2021 00:00,Saturday,DKCI,DOM WKEND CI,070000,160000,8.5,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,30/05/2021 00:00,Sunday,DKCI,DOM WKEND CI,070000,160000,8.5,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,31/05/2021 00:00,Monday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,01/06/2021 00:00,Tuesday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,02/06/2021 00:00,Wednesday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,03/06/2021 00:00,Thursday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,04/06/2021 00:00,Friday,DDVR,DOM WKDAY VAR,140000,210000,6.5,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,05/06/2021 00:00,Saturday,DKVR,DOM WKEND VAR,140000,210000,6.5,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,06/06/2021 00:00,Sunday,DKVR,DOM WKEND VAR,140000,210000,6.5,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,07/06/2021 00:00,Monday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,08/06/2021 00:00,Tuesday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,09/06/2021 00:00,Wednesday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,10/06/2021 00:00,Thursday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,11/06/2021 00:00,Friday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,12/06/2021 00:00,Saturday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,13/06/2021 00:00,Sunday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,14/06/2021 00:00,Monday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,15/06/2021 00:00,Tuesday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,16/06/2021 00:00,Wednesday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,17/06/2021 00:00,Thursday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,18/06/2021 00:00,Friday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,19/06/2021 00:00,Saturday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,20/06/2021 00:00,Sunday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,21/06/2021 00:00,Monday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,22/06/2021 00:00,Tuesday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,23/06/2021 00:00,Wednesday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,24/06/2021 00:00,Thursday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,25/06/2021 00:00,Friday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,26/06/2021 00:00,Saturday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,27/06/2021 00:00,Sunday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,28/06/2021 00:00,Monday,DDCI,DOM WKDAY CI,070000,160000,8.5,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,29/06/2021 00:00,Tuesday,DDCI,DOM WKDAY CI,070000,160000,8.5,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,30/06/2021 00:00,Wednesday,DDCI,DOM WKDAY CI,070000,160000,8.5,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,01/07/2021 00:00,Thursday,DDCI,DOM WKDAY CI,070000,160000,8.5,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,02/07/2021 00:00,Friday,DDCI,DOM WKDAY CI,070000,160000,8.5,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,03/07/2021 00:00,Saturday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,04/07/2021 00:00,Sunday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,05/07/2021 00:00,Monday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,06/07/2021 00:00,Tuesday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,07/07/2021 00:00,Wednesday,DDCI,DOM WKDAY CI,070000,160000,8.5,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,08/07/2021 00:00,Thursday,DDAY,DOM WKDAY,070000,163000,9,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,09/07/2021 00:00,Friday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,10/07/2021 00:00,Saturday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
18841196,50047310,CO NO S&P R&M 1,02401398,Distribution Operative,DOM Ann Hrs L1 Hr BH,11/07/2021 00:00,Sunday,FREE,Free,000000,000000,0,1,28/10/2022 05:30,,,,
